1,128,1
2,128,1
3,128,1
4,128,2
5,128,2
6,128,2
7,128,3
8,128,3
9,128,3
10,128,4
11,128,4
12,128,4
13,128,5
14,128,5
15,128,5
16,128,6
17,128,6
18,128,6
19,128,7
20,128,7
21,128,7
22,128,8
23,128,8
24,128,8
25,128,9
26,128,9
27,128,9
28,128,10
29,128,10
30,128,10
31,128,11
32,128,11
33,128,11
34,128,12
35,128,12
36,128,12
37,128,13
38,128,13
39,128,13
40,128,14
41,128,14
42,128,14
43,128,15
44,128,15
45,128,15
46,128,16
47,128,16
48,128,16
49,128,17
50,128,17
51,128,17
52,128,18
53,128,18
54,128,18
55,128,19
56,128,19
57,128,19
58,128,20
59,128,20
60,128,20
61,128,21
62,128,21
63,128,21
64,128,22
65,128,22
66,128,22
67,128,23
68,128,23
69,128,23
70,128,24
71,128,24
72,128,24
73,128,25
74,128,25
75,128,25
76,128,26
77,128,26
78,128,26
79,128,27
80,128,27
81,128,27
82,128,28
83,128,28
84,128,28
85,128,29
86,128,29
87,128,29
88,128,30
89,128,30
90,128,30
91,128,31
92,128,31
93,128,31
94,128,32
95,128,32
96,128,32
97,128,33
98,128,33
99,128,33
100,128,34
101,128,34
102,128,34
103,128,35
104,128,35
105,128,35
106,128,36
107,128,36
108,128,36
109,128,37
110,128,37
111,128,37
112,128,38
113,128,38
114,128,38
115,128,39
116,128,39
117,128,39
118,128,40
119,128,40
120,128,40
121,128,41
122,128,41
123,128,41
124,128,42
125,128,42
126,128,42
127,128,43
128,128,43
129,128,43
130,128,44
131,128,44
132,128,44
133,128,45
134,128,45
135,128,45
136,128,46
137,128,46
138,128,46
139,128,47
140,128,47
141,128,47
142,128,48
143,128,48
144,128,48
145,128,49
146,128,49
147,128,49
148,128,50
149,128,50
150,128,50
151,128,51
152,128,51
153,128,51
154,128,52
155,128,52
156,128,52
157,128,53
158,128,53
159,128,53
160,128,54
161,128,54
162,128,54
163,128,55
164,128,55
165,128,55
166,128,56
167,128,56
168,128,56
169,128,57
170,128,57
171,128,57
172,128,58
173,128,58
174,128,58
175,128,59
176,128,59
177,128,59
178,128,60
179,128,60
180,128,60
181,128,61
182,128,61
183,128,61
184,128,62
185,128,62
186,128,62
187,128,63
188,128,63
189,128,63
190,128,64
191,128,64
192,128,64
193,128,65
194,128,65
195,128,65
196,128,66
