1,128
2,128
3,128
4,128
5,128
6,128
7,128
8,128
9,128
10,128
11,128
12,128
13,128
14,128
15,128
16,128
17,128
18,128
19,128
20,128
21,128
22,128
23,128
24,128
25,128
26,128
27,128
28,128
29,128
30,128
31,128
32,128
33,128
34,128
35,128
36,128
37,128
38,128
39,128
40,128
41,128
42,128
43,128
44,128
45,128
46,128
47,128
48,128
49,128
50,128
51,128
52,128
53,128
54,128
55,128
56,128
57,128
58,128
59,128
60,128
61,128
62,128
63,128
64,128
65,128
66,128
67,128
68,128
69,128
70,128
71,128
72,128
73,128
74,128
75,128
76,128
77,128
78,128
79,128
80,128
81,128
82,128
83,128
84,128
85,128
86,128
87,128
88,128
89,128
90,128
91,128
92,128
93,128
94,128
95,128
96,128
97,128
98,128
99,128
100,128
101,128
102,128
103,128
104,128
105,128
106,128
107,128
108,128
109,128
110,128
111,128
112,128
113,128
114,128
115,128
116,128
117,128
118,128
119,128
120,128
121,128
122,128
123,128
124,128
125,128
126,128
127,128
128,128
129,128
130,128
131,128
132,128
133,128
134,128
135,128
136,128
137,128
138,128
139,128
140,128
141,128
142,128
143,128
144,128
145,128
146,128
147,128
148,128
149,128
150,128
151,128
152,128
153,128
154,128
155,128
156,128
157,128
158,128
159,128
160,128
161,128
162,128
163,128
164,128
165,128
166,128
167,128
168,128
169,128
170,128
171,128
172,128
173,128
174,128
175,128
176,128
177,128
178,128
179,128
180,128
181,128
182,128
183,128
184,128
185,128
186,128
187,128
188,128
189,128
190,128
191,128
192,128
193,128
194,128
195,128
196,128
197,128
198,128
199,128
200,128
201,128
202,128
203,128
204,128
205,128
206,128
207,128
208,128
209,128
210,128
211,128
212,128
213,128
214,128
215,128
216,128
217,128
218,128
219,128
220,128
221,128
222,128
223,128
224,128
225,128
226,128
227,128
228,128
229,128
230,128
231,128
232,128
233,128
234,128
235,128
236,128
237,128
238,128
239,128
240,128
241,128
242,128
243,128
244,128
245,128
246,128
247,128
248,128
249,128
250,128
251,128
252,128
253,128
254,128
255,128
256,128
257,128
258,128
259,128
260,128
261,128
262,128
263,128
264,128
265,128
266,128
267,128
268,128
269,128
270,128
271,128
272,128
273,128
274,128
275,128
276,128
277,128
278,128
279,128
280,128
281,128
282,128
283,128
284,128
285,128
286,128
287,128
288,128
289,128
290,128
291,128
292,128
293,128
294,128
295,128
296,128
297,128
